Group Code,PT Code,PR Code,School Name,Address,District,State,Pin Code,Phone,Email,Website,"Action
",Remark,Academic Year,Strength,Board Type,Session Start From,Minority Type,Saturday Status,Working Status 
,,PR00120,Chirst king convent,"HDFC Bank ATM, MES Rd, Ganapathipuram, East Tambaram, Tambaram",Chennai,Tamil Nadu,600059,X,NA,X,Visit,,,,,,,,YES
,PT0122,PR00121,IDP School,"Gujarat Stadium Road Near Krishna Bungalows, Sabarmati, Motera",Ahmedabad,Gujarat,380021,X,idpmotera@idpcampus.org,X,Visit,,2020-21,850,CBSE,,,,
,,PR00122,CSI Corley Higher Secondary School,"No. 13, MES Rd, Ganapathipuram, East Tambaram, Tambaram",Chennai,Tamil Nadu,600059,X,NA,X,Visit,,,400,,,,,YES
,,PR00123,Podar international School,"Nigam Nagar, Chandkheda",Ahmedabad,Gujarat,382424,X,NA,X,Visit,,,,,,,,
,,PR00124,Sankara Vidhyalaya,"543, Velachery Main Rd, Annai Theresa Nagar, East Tambaram, Tambaram",Chennai,Tamil Nadu,600059,X,NA,X,Visit,,,,,,,,YES
,PT0629,PR00125,Madhav International School,"Nr. Union Bank of India, Pranami Nagar, Vastral",Ahmedabad,Gujarat,382418,X,NA,X,Visit,,,1500,CISCE,,,,
,,PR00126,Boaz Public School,"277, Velachery Tambaram Main Rd, Gowrivakkam, New Kunagkurichi, Gowrivakkam, Sembakkam",Chennai,Tamil Nadu,600073,044-22780083,"Principal@boazpublicschool.com
mail@boazpublicschool.com
correspondent@boazpublicschool.com",http://boazpublicschool.com,Visit,,,,,,,,YES
,,PR00127,Valuvar gurukulam matriculation higher secondary school,"220, GST Road, West Tambaram, Thambaram",Kanchipuram,Tamil Nadu,600045,X,NA,X,Visit,,,,,,,,
,,PR00128,Sri Venkateswara Matriculation Higher Secondary School,"104B, Annex 2nd St, Alwartirunagar, Valasaravakkam",Tiruvallur,Tamil Nadu,600087,044 23770088 / 23771745,svmhsschennai87@gmail.com,http://svmhsschennai87.in,Visit,,,700,matriculation,,,,
,PT0646,PR00129,"Army Public School, Ahmedabad Cantt","Shahibaug Road, Cantonment Shahibaug, near Shree Camp Hanumanji Mandir",Ahmedabad,Gujarat,380004,7922862543,apsahmedabad@gmail.com,https://apsahmedabad.co.in/,CBD,,,2000,CBSE,,,,
,,PR00130,Delhi Public School,"Road, Nr.Koba Circle, Gandhinagar",Ahmedabad,Gujarat,382421,"079-35038333
079-35038334
079-35038330",info@dps-gandhinagar.com,http://www.dps-gandhinagar.com,CBD,,,,,,,,
,,PR00131,Jamnabai Narsee School,"B 40-A,Shram Marg, Zone IV, Gujarat International Finance Tec-City",Gandhinagar,Gujarat,382050,"972-771-1910
797-100-1700",info.gift@jns.ac.in,https://www.jnsgiftcity.org,CBD,,,1960,CISCE,,,,
,,PR00132,Mount Litera Zee School,"Plot No. 224, Raipur Naroda Dehgam Road",Ahmedabad,Gujarat,382330,"75 75 012222
75 75 013333",info@zeeschoolahmedabad.com,https://www.zeeschoolahmedabad.com,CBD,,,,,,,,
,,PR00133,Rachana School,"Tarla Niketan Complex, Shahibaug",Ahmedabad,Gujarat,380004,X,NA,X,CBD,,,1000,CBSE,,,,
,PT1436,PR00134,Rangoli International School - Gandhinagar,"GJ SH 141, Alampur, Gujarat",Gandhinagar,Gujarat,382045,82380 60944,ris.gandhinagar@rangolischool.co.in,http://www.risgandhinagar.in,CBD,,,1800,CBSE,,,,
,PT0451,PR00135,Udgam School For Children,"opp. Sardar Patel Institute, Patel Society, Jai Ambe Nagar, Thaltej",Ahmedabad,Gujarat,380054,079-71012345,info@udgamschool.com,https://www.udgamschool.com,Visit,,2020-21,4500,CBSE,,,,
,,PR00136,Vishvaniketan Shani Asiatic School,"opp. Swaminarayan Museum, Pujya Dharamsinhij Marg Naranpura",Ahmedabad,Gujarat,380013,8866 00 9922,"risgandhinagar@rangolischool.co.in
info@vsas.edu.in",http://www.vishvaniketan.com,CBD,,,,,,,,
,,PR00137,Super Wings PreSchool,"opp. Pebbles Preschool, Abhishek Society, India Colony, Bopal",Ahmedabad,Gujarat,380058,X,NA,X,CBD,,,,,,,,
,PT1485,PR00138,Zydus School for Excellence - Godhavi,"Survey No. 766/767 Godhavi Village, Near Vanashree Farm, Bopal-Sanand Road, Ahmedabad",Ahmedabad,Gujarat,382115,"79-26826799
79-26828294",zydusschool@hotmail.com,http://zydusschool.org,CBD,,,1250,CBSE,,,,
,,PR00139,Image English School,"1st & 2nd Floor, Sahajanand Complex, Opposite Vaibhav Hall, Isanpur",Ahmedabad,Gujarat,382443,X,image6387@gmail.com,X,CBD,,,,,,,,
,,PR00140,Calorx Olive International School,"Plot No: - 126,127, Bhadaj Gam Rd, beside Ahmedabad Dental College, Ranchhodpura",Ahmedabad,Gujarat,380058,9099933804,info@cois.edu.in,X,CBD,,,,,,,,
,PT0450,PR00141,Zebar School for Children,"Opp. Suyog Apartments B/h. Copper Stone Off, Thaltej - Shilaj Rd",Ahmedabad,Gujarat,380059,"7971012444
7971727181",info@zebarschool.com,https://www.zebarschool.com,Visit,,2020-21,3000,CBSE,,,,
,,PR00142,Hussain Memorial Matriculation Higher Secondary School,"6, Nainiammal St, Manthoppu Nagar, Ambattur",Chennai,Tamil Nadu,600053,"044-2658 2643
2658 3564, 2658 3229.",hmmschool73@gmail.com,http://www.hmmschool.com,Visit,,,,,,,,YES
,,PR00143,Sophia Girl School,"89, Bank Street, Meerut Cantt",Meerut,Uttar Pradesh,250001,"0121-2645445
0121-2648180",sgsmeerut@gmail.com,www.sophiameerut.org,Visit,,,,,,,,
,,PR00144,St. Mary's Academy,"Cariappa Rd, Meerut Cantt",Meerut,Uttar Pradesh,250001,X,NA,X,Visit,,,,,,,,
,,PR00145,"St. Ann's High School, Mangalore","Rosario Church Road, Pandeshwar",Mangalore,Karnataka,575001,0824-2441853,annshighschool@gmail.com,http://www.annshighschoolbolar.com,Visit,,,,,,,,
,,PR00146,Canara Boys High School,"Dongerkery, Kodailbail",Dakshina Kannada,Karnataka,575001,X,NA,X,Visit,,,2500,,,,,
,,PR00147,St Theresa's School,"Mallikatta, Bendoor",Dakshina Kannada,Karnataka,575002,0824-2214278,stsbm@yahoo.co.in,www.sttheresasicse.org,Visit,,,1400,Not Happening,,,,
,,PR00148,St. Francis' Convent School,"Sardhana Rd, Kanker Khera",Meerut,Uttar Pradesh,250004,0121-2630770,stfrancismrt@rediffmail.com,https://www.stfrancismeerut.com,Visit,,,,,,,,
,,PR00149,Taxsila Public School,"Shradhapuri, Kanker Khera, Phase 1, Sector 3",Meerut,Uttar Pradesh,250001,0121-2558114,taxsilapublicschool@gmail.com,https://www.tps.edu.in,Visit,,,,,,,,
,,PR00150,Yenepoya Pre University College,Jeppinamogaru,Dakshina Kannada,Karnataka,575002,0824-2241764 / 9900197062,yenepoyapucollege@gmail.com,https://yenepoyapuc.com,Visit,,,1400,,,,,
,,PR00151,St. Milagris school,"Mangalore Digiwhale Corporation, Hampankatta",Dakshina Kannada,Karnataka,575001,"824-2425175,2426765",milagresprimaryschool@yahoo.com,https://milagresschool.com,Visit,,,2000,,,,,
,,PR00152,Maharishi vidhya mandir,"JMB Hyosung, 55A, New No.94, 10, New Avadi Rd, Thandavaraya, Kilpauk",Chennai,Tamil Nadu,600030,X,NA,X,Visit,,,,,,,,YES
GS0006,PT0311,PR00153,SBOA School & Jr College,"18, School Rd, D-Sector, Anna Nagar West Extension",Chennai,Tamil Nadu,600101,044-26151145,sboajc@gmail.com/info@sboajc.org,X,Visit,,2019-20,10000,CBSE,,,,
,,PR00154,Padua High School,"Kadri Hills, Kadri",Dakshina Kannada,Karnataka,575016,X,NA,X,Visit,,,1400,,,,,
,,PR00155,Bhuvans Rajaji Vidhyasaram,"6/485, Davidpuram, Kilpauk",Chennai,Tamil Nadu,600010,X,NA,X,,,,,,,,,
GS0137,,PR00157,KRM Public School,"Block No: 11, Shanthi Nagar, 2nd Lane, Sembium, (Perambur)",Chennai,Tamil Nadu,600011,"044-25594041
9940469900,9500046188",krmPrincipal@gmail.com krmpublicschool@gmail.com,http://www.krmpublicschool.edu.in,Visit,,,3540,CBSE,,,,YES
,PT0003,PR00158,Shri B S Mootha Girls Senior Secondary School,"80, Brindavan St, Ramakrishnapuram, West Mambalam",Chennai,Tamil Nadu,600033,"914443376363, 24812044, 23724911",info@sbsmschool.edu.in,X,Implement,,2018-19,2000,CBSE,,,,
,PT1891,PR00159,Delhi International School Edge,"Sector 18, Sector 18A","South West,Dwarka",Delhi,110075,"011-28089999
011-45677610
011-45522883",info.disede@dis.ac.in studentsupport@disedge.ac.in,X,Visit,,2025-26,1000,CBSE,,,,Yes
,,PR00160,Sree Narayana Mission Senior Secondary School,"2/54, Eswaran Koil Street, West Mambalam",Chennai,Tamil Nadu,600033,"44 248 93 093 
248 95 396","sreenm_sss@yahoo.com
prlsnmsss@gmail.com",http://snmsss.net,Visit,,,1488,CBSE,,,,
,,PR00161,Sharda Vidyalaya,Kodailbail,Dakshina Kannada,Karnataka,575003,0824-2495464 / 2492628 / 2493089,vidyalayasharada@gmail.com,http://www.sharadavidyalaya.in,Visit,,,1488,CBSE,,,,
,,PR00162,"Delhi Public School, Dwarka, South West","Phase-I, Dwarka, South West Sector-3","South West,Dwarka",Delhi,110078,X,NA,X,Visit,,,,,,,,
,,PR00163,Sindhi Model Senior Secondary School,"Branson Garden St, Davidpuram, Kilpauk",Chennai,Tamil Nadu,600010,X,"sindhimodelschool@yahoo.com
ppadma97@gmail.com
admin@sindhimodel.in",X,Visit,,,2000+,CBSE,,,,YES
,,PR00164,St Rita's English Higher Primary School,"Saint Rita Primary School, Mangaladevi Rd, Vinay Vihar, Mangala Nagar",Dakshina Kannada,Karnataka,575001,X,NA,X,Visit,,,,,,,,
,,PR00165,Cascia High School,"Cascia Primary School Ground, Mangaladevi Rd, Vinay Vihar, Mangala Nagar",Dakshina Kannada,Karnataka,575002,X,NA,X,Visit,,,,,,,,
,,PR00166,Asan Memorial Senior Secondary School,"Cochin House, 1, Anderson Rd, Thousand Lights West, Gandhi Nagar",Chennai,Tamil Nadu,600006,"9144 - 42043487
9144 - 28275858, 2827 8713, 2821 4256","info.cbse@asaneducation.com
Principal.cbse@asaneducation.com",https://www.asancbse.com,Visit,,,2294,CBSE,,,,YES
,,PR00167,St.Gerosa Girls School,"Marnamikatta Jeppu : Dakshina Kannada, Kankanady",Dakshina Kannada,Karnataka,575002,X,NA,X,Visit,,,800,,,,,
,,PR00168,ITL Public School (Baby corn),"Pocket 2, Dwarka, South West Sector 9","South West,Dwarka",Delhi,110077,X,NA,X,Visit,,,1500,,,,,
,PT0706,PR00169,Paramount International School,Sector 23,"South West,Dwarka",Delhi,110075,"11-45562908 
11-45572531 
11-45572532","Admissions@paramountschool.in, info@paramountschool.in",X,Implement,,2021-22,x,CBSE,,,,Yes
,,PR00170,St. Thomas' School,"Goyla Dairy Rd, Block A, Goyla Vihar, Goyla Village","South West,Dwarka",Delhi,110071,"8826479992
8826479990
9910047807","info@stthomasDwarka, South West.com","https://www.stthomasDwarka, South West.com",Visit,,,,,,,,
,,PR00171,Bal Bhavan International School,"Bandhan Bank, Plot-48, Parmanand Colony, Pocket 8, Block B, Sector 12 Dwarka, South West","South West,Dwarka",Delhi,110075,9911195225,NA,X,Visit,,,3000,,,,,Yes
,PT0166,PR00172,St. Joseph English Medium High School,"Kulshekar, NEAR HOLY CROSS CHURCH C0MPOUND",Dakshina Kannada,Karnataka,575005,X,NA,X,Visit,,2019-20,,State,,,,
,,PR00173,Sacred Heart Higher Primary,"Mangalore Highway, Bikarnakatte Kaikamba",Dakshina Kannada,Karnataka,575007,X,NA,X,Visit,,,,,,,,
,,PR00174,Guru Shree Shantivijai Jain Vidyalaya,"No. 96, New No.154, Vepery High Rd, Vepery",Chennai,Tamil Nadu,600007,91 44 2532 2541,"gssvjain@yahoo.co.in
gssjain@gmail.com",www.gssjainvidyalaya.com,Visit,,,1800+,CBSE,44481,,,YES
,,PR00175,Cambridge School,"1â€“B, Institutional Area,Knowledge Park I,",Gautam Buddha Nagar,Uttar Pradesh,201310,70424 64555,info.csgn@cambridgeschool.edu.in,https://gn.cambridgeschool.edu.in/,Visit,,,900,,,,,
,PT0871,PR00176,Radha Krishna Public School,"Ghaziabad- Vijaynagar Road, Krishna Vihar Colony, Lal Kuan, Krishna Vihar Colony, Lal Kuan",Ghaziabad,Uttar Pradesh,201002,X,NA,X,Implement,,2022-23,2000,CBSE,,,,
,,PR00177,St. Xavier's Boys School,"Swamy Shivanandapuram, Shivaji Nagar",Bangalore,Karnataka,560051,X,NA,X,No Visit,,,,,,,,
,,PR00178,Somerville School,"D-89, Sector- 22, Gautam Buddh Nagar, Block E, Chora Sadatpur, Sector 22",Gautam Buddha Nagar,Uttar Pradesh,201301,"120-2415050
120-4214595",contact@somervillenoida.in,http://www.somervillenoida.in/,No Visit,,,,,,,,
,,PR00179,Vel's Vidyashram Senior Secondary School,"5, Dharga Rd, Zamin Pallavaram, Thiruvalluvar Nagar, Pallavaram",Kanchipuram,Tamil Nadu,600043,X,velsvidyashram@yahoo.com,X,CBD,,,,,,,,
,,PR00180,Siddaganga Public School,"1st Stage, 2nd Phase, Nagarbhavi 1st Stage, BDA Lay Out, Chandra Layout",Bangalore,Karnataka,560072,"080-23397600
080-23397600",spschandralayout@gmail.com,https://siddagangapublicschool.com,Visit,,,800,CBSE,,,,
,,PR00181,St. Xaviers English School,"1905, Govindaraja Nagar Ward, Mudalapalya, Vijaya Nagar",Bangalore,Karnataka,560072,X,NA,X,Visit,,,2000,State,,,,
,,PR00182,"Army Public School, Chennai","60 Feet Road, Nandambakkam",Chennai,Tamil Nadu,600089,044 22330309,armypublicschoolchennai@gmail.com,X,CBD,,,,,,,,YES
,,PR00183,Vidyaniketan Public School,"Ullal Road Cross, Jnananjyothinagar, Railway Layout, Ullal Uppanagar, Jnananjyothinagar, Railway Layout, Jnana Ganga Nagar",Bangalore,Karnataka,560056,080 2324 0364,helpdesk@vidyaniketan.edu.in,https://vidyaniketan.edu.in/,Visit,,,3000,CBSE,,,,Yes
,,PR00184,Nirman International Public School,"#89, 90, 94 & 95, Near Automated RTO, Upkar Layout, 7th Block, Vishweshwaraiah Layout, Upkar Layout, Annapurneshwari Nagar",Bangalore,Karnataka,560091,X,x,X,Visit,,,800,CBSE,,,,Yes
,,PR00185,St. Mary's Matriculation Higher Secondary School,"No 45, Vigneshwara Nagar, Porur, Porur, Duraisamy Nagar, Madhanandapuram",Kanchipuram,Tamil Nadu,600116,X,NA,X,Visit,,,800,CBSE,,,,Yes
,,PR00186,Montfort Matriculation School,"1/35, N Parade Rd, Parangi Malai, St Thomas Mount",Kanchipuram,Tamil Nadu,600016,44435191993,kalathilkottil@yahoo.com,X,Visit,,,,,,,,
,PT2297,PR00187,Agurchand Manmull Jain School,"No.2, Govindasami Street,Near A.M. Jain College, Meenambakkam, Nanganallur, Kanakammal Colony, Nangainallur",Chennai,Tamil Nadu,600114,44 2224 9942,NA,https://www.stannsporur.com,Visit,,,3400,CBSE,,,,YES
,,PR00188,St Ann's Matriculation Higher Secondary School,"3/820, Bajanaikoil Street, Mugalivakkam Main Rd, Madhanandapuram, Chennai,",Kanchipuram,Tamil Nadu,600125,"044 2482 6728,80125 18477",stannsschoolchennai@gmail.com,https://stannsporur.com/,Visit,,,,,,,,
,,PR00189,Padma Seshadri Bala Bhavan,"29, Alagiri Sami Salai, K.K.Nagar",Chennai,Tamil Nadu,600078,X,NA,X,Visit,,,,,,,,YES
,,PR00190,Springfield Matriculation Higher Secondary School,"Springfield Matric Higher Secondary School, 49th St, Sector 9, KK Nagar",Chennai,Tamil Nadu,600083,044 -24741541,springfieldschool1975@gmail.com,http://www.springfieldmatricschoolchennai.com,Visit,,,1000,State Board,,,,
,,PR00191,G R T Mahalakshmi Vidyalaya,"76, 7th Avenue, Indira Colony, Ashok Nagar",Chennai,Tamil Nadu,600083,"8754446083
91 (44) 24891232",infogrtschool.com,https://www.grtschools.com,Visit,,,800,,,,,YES
,PT2049,PR00192,Dominic Savio Matriculation Hr. Sec. School,"154, Santhome High Rd, Kangayarpuram, Santhome, Mylapore",Chennai,Tamil Nadu,600004,044- 24985396,dominicsaviosanthome@gmail.com,http://dominicsaviosanthome.org,Visit,,2025-26,1000,Matriculation,,,,YES
,,PR00193,Shirdi Sai Public School,"Kanwar Path, Mugalpur Urf Aghwanpur Mustahk",Moradabad,Uttar Pradesh,244001,"9720101693
9720101699
9720101694
9412243611","Principalssps2003@gmail.com
Principalwing2@shirdisaipublicschool.com",https://shirdisaipublicschool.com,No Visit,,,,,,,,
GS0177,PT1693,PR00194,"K.L.E.Societyâ€™s School, Nagarbhavi, Bengaluru","2nd Stage, 3rd  Block, Near BDA Complex, Nagarbhavi",Bangalore,Karnataka,560072,"080-23188899, 080-23188900
080-23188901",,http://www.kleschool.com,Visit,,2025-26,1200,CBSE,,,,Yes
,PT0180,PR00195,Shri Lakshmi Public School,"NO.29 SRI GANDHADAKAVAL ROAD, Magadi Main Rd, Sunkadakatte",Bangalore,Karnataka,560091,"080 22729446
9611055772
95385 99933",slps1011@gmail.com,http://www.srilakshmipublicschool.com,Visit,,2019-20,450,CBSE,,,,Yes
,,PR00196,St Sophia Convent High School,"CA#6, 10th Block, 2nd Stage, Nagarbhavi, Papreddy Palya, Marilingappa Extension, Nagarbhavi",Bangalore,Karnataka,560072,92430 31872,"yogeshbk18@gmail comPrincipal@stsophiaconvent.org
info@stsophiaconvent.org",https://www.stsophiaconvent.org,Visit,,,800,CBSE,,,,Yes
,,PR00197,Rosary Matriculation Higher Secondary School,"11, Papanasam Sivan Salai, Kangayarpuram, Santhome, Mylapore",Chennai,Tamil Nadu,600004,91-44-24983617,rosarymatriculation@yahoo.com,https://www.rosarychennai.com,Visit,,,,,,,,YES
,,PR00198,JES Public School - CBSE School in Nagarabhavi,"CA 1, 5th Main Rd, Nrupatunga Nagar, NGEF Layout, Stage 2, NGEF Layout",Bangalore,Karnataka,560072,"99019568079
6360115660
8023213135","contact@twinklers.in
jespublicschool@gmail.com",https://jespublicschool.com,Visit,,,700,CBSE,,,,
,PT2291,PR00199,S.S. Children Academy School,"Kanth Road, Opposite Government Polytechnic, Mohra Ki Milak",Moradabad,Uttar Pradesh,244001,"0591-2450439, 2452439",ss_academy@hotmail.com,https://sschildrenacademy.com,Visit,,,1800,,,,,
,PT1823,PR00200,C. L. Gupta World School,"Ram Ganga Vihar Phase 2, Near LIC Building, Ashiyana Colony, Tilokpur, Ram Ganga Vihar Phase 2",Moradabad,Uttar Pradesh,244001,591 247 7900,info@clgworldschool.com,clgworldschool.com,Visit,,2025-26,1000,CBSE,,,,
,,PR00201,Don Bosco School of Excellence,"53, Pantheon Road, Egmore",Chennai,Tamil Nadu,600008,044-28194221,"Jerrymirry@hotmail.com
dbschoolofexcellence@gmail.com",https://dbschoolofexcellence.org,Visit,,,,CBSE,,,,YES
,,PR00202,Good Shepherd Mat. Hr. Sec. School,"32, College Road, Subba Road Avenue, Nungambakkam",Chennai,Tamil Nadu,600034,"Nursery Section - 044 - 28241932
Junior Section - 044 - 28277118
High School - 044 - 28276729",gsmhsschennai@gmail.com,www.goodshepherdchennai.org,Visit,,,2000,ICSE,,,,YES
,,PR00203,Saint Mira Academy,"Bhogpur Mithoni, Block C, Kanshiram Nagar",Moradabad,Uttar Pradesh,244001,"989 753 2883
963 429 1919","recruitmira@gmail.com
saint.miras.academy@gmail.com",https://saintmiraacademy.in/contact/,Visit,,,,,,,,
,,PR00204,Sunway Senior Secondary School,"Bhamrawa Rd, behind Exhibition, Rampur, Tashka, Uttar Pradesh",Rampur,Uttar Pradesh,244901,7055607076,admin@sunwayschool.com,https://sunway.edupage.org/,No Visit,,,,,,,,
,,PR00205,Jawahar Vidyalaya Senior Secondary School,"34th St, Sarvamangala Colony, Krupa Colony, Ashok Nagar",Chennai,Tamil Nadu,600083,X,NA,X,No Visit,,,,,,,,
,,PR00206,"St Paul's School, Rampur",Panwaria,Rampur,Uttar Pradesh,244901,"0595) 2357089, 2357004, 2350433",saintpauls-rampur@hotmail.com,http://saintpaulsrampur.in,Visit,,,2500,CBSE,,,,
,,PR00207,Dayawati Modi Academy,"Bareilly Highway, Modipur",Rampur,Uttar Pradesh,244926,"0595) 2357087, 2357198 Fax: (0595) 2357087",dma_1986@rediffmail.com,http://www.dmarampur.com,Visit,,,3200,CBSE,,,,
,PT0976,PR00208,Whitehall Public School,"8th Milestone, Rampur-Bareilly Road, P.O. Kakrawa",Rampur,Uttar Pradesh,244901,X,wpsrampur@gmail.com,X,Visit,,2023-24,2000,CBSE,,,,
,,PR00209,St. Mary's Senior Secondary School,"Maulana Mohamed Ali Jauhar Marg, Mohsin -E- Azam Colony, Gayatri Puram Colony",Rampur,Uttar Pradesh,244901,9.16E+11,NA,http://www.smsrampur.com,Visit,,,2000,CBSE,,,,
,,PR00210,Velankanni Matriculation And Higher Secondary School,"No.1128, Kamarajar Salai, Zaffarkhanpet, Ashok Nagar",Chennai,Tamil Nadu,600083,"044 24891313
044 23711231",Support@vmhss.org,http://vmhss.org,No Visit,,,,,,,,
,PT0294,PR00211,"Army Public School, Mhow",Mall Road,Mhow,Madhya Pradesh,453441,07324-272747/9753723120,apsmhow@gmail.com,X,Visit,,2019-20,,CBSE,,,,
,,PR00212,Little Angels Higher Secondary School,"Telikheda,, Mhow Jail Rd, Dr. Ambedkar Nagar, Madhya Pradesh",Indore,Madhya Pradesh,453441,X,NA,X,Visit,,,,,,,,Yes
,,PR00213,Parivarthana School & PU College,"Bengaluru â€“ Mysore Road, Near Check-post, SH17",Srirangapatna,Karnataka,571438,9480336167,Info@parivathanaschool.com,http://www.parivarthanaschool.com,Visit,,,,,,,,
,,PR00214,Baden Powell Public School,"Sri Jayachamarajendra Scouts & Guides Bhava,",Mysuru,Karnataka,570005,821 2420160,"
Principal@bppschool.ac.in",https://www.bppschool.ac.in,Visit,,,,,,,,
,,PR00215,"Delhi Public School, Mysore","Survey No 119/1,Bannur Road, Bugathagalli, PO",Mysore,Karnataka,570028,X,NA,X,Visit,,,1300+,CBSE,,,,
,,PR00216,Pramati Hill View Academy,"Udayaravi Rd, M-Block, Kuvempu Nagara, Mysuru,",Mysore,Karnataka,570023,8214246666,info@pramatiacademy.ac.in,https://www.pramatiacademy.ac.in/,Visit,,,1200,CBSE,,,,
,,PR00217,Holy Angels High School,"5th Main Rd, Hampi Nagar, RPC Layout, Vijaya Nagar",Bangalore,Karnataka,560104,9632906098,NA,X,Visit,,,2000,State,,,,
,,PR00218,St. Francis Xavier Matriculation School,"3-b, Velachery Main Road, Velachery, Velachery, Velachery Main Rd, Anna Garden, Velachery",Chennai,Tamil Nadu,600042,X,NA,X,Visit,,,,,,,,
,,PR00219,Sacred Heart Matric. Hr. Sec. School,"216, Church Park, Anna Salai, Gopalapuram",Chennai,Tamil Nadu,600086,"2835211891 
44 28352118",100sacredheart@gmail.com,http://sacredheartchurchpark.com/,Visit,,,2023,TAMILNADU STATE BOARD SYLLABUS,,,,YES
,,PR00220,Our Ladys Matriculation Higher Secondary School,"no 74, Railway Station Road, 75, McNichols Rd, Dasapuram, Chetpet",Chennai,Tamil Nadu,600031,X,x,X,No Visit,,,2023,TAMILNADU STATE BOARD SYLLABUS,,,,
,,PR00221,Don Bosco Matriculation Higher Secondary School,"6, Paper Mills Road, Maniyammai Nagar, Peravallur, Perambur",Chennai,Tamil Nadu,600082,X,donboscomatric@yahoo.com,X,Visit,,,2300,State,,,,YES
,,PR00222,The British Co-Ed High School,"Devigarh Road, P.O. Sanaur",Patiala,Punjab,147001,"0175-2651122/2651123
0175-2213021",info@britishcoed.edu.in,https://www.britishcoedschool.com,CBD,,,2000,CICSE,,,,
,,PR00223,St. Ursula's Anglo Indian Higher Secondary School,"213, Anna salai, Chennai, Tamil Nadu 600006",Chennai,Tamil Nadu,600006,4428350372,stursulaaihss@hotmail.com,www.stursulaschurchpark.com,Visit,,,1800,State,,,,Yes
,,PR00224,Christ King matriculation higher secondary school,"MES Rd, Ganapathipuram, East Tambaram, Tambaram, Chennai,",Chennai,Tamil Nadu,600059,44 2239 6630,NA,X,CBD,,,1100,Matriculation,,,,Yes
